busid,res,bus,oth,tot
3001001.0,11913.237684449488,1680.24737041241,390.440711312902,13984.004388951947
3001002.0,4230.35427574171,75.97425828970331,68.57853403141361,4374.907068062827
3001007.0,906.0,995.0,246.0,2149.0
3001012.0,499.09999999999997,38.33333333333333,0.0,538.1999999999999
3001013.0,10633.0,1092.0,371.0,12097.0
3001014.0,429.8905098945544,53.519861331792576,20.55496172179691,504.0294669940777
3001015.0,2061.6457242582896,37.02574171029668,33.42146596858638,2132.0929319371726
3001016.0,1361.0,77.0,0.0,1438.0
3001017.0,6782.181745255823,719.5131733975084,208.31400566543834,7710.10087488406
3001018.0,25.886189867388637,2.746233486250032,0.7950916246772456,29.42786593467199
3001019.0,35418.663337116915,4995.461142640938,1160.8001513431707,41575.158380628076
3001024.0,23312.362989145422,2473.1794139028852,716.0368002807651,26501.895264596023
3001027.0,4671.1637693631665,332.7213425129088,60.96987951807229,5065.725989672977
3001028.0,628.0,63.0,13.0,705.0
3001029.0,47687.348921679906,6725.841013999243,1562.8902005297011,55976.3948543322
3001030.0,7829.0,837.0,570.0,9237.0
3001031.0,13608.0,1427.0,913.0,15949.0
3001036.0,2633.5634840387115,327.8694207713419,125.92228802542249,3087.7480860898454
3001037.0,37808.62931488306,4011.0701662029032,1161.2881101000225,42981.50018801234
3001040.0,6293.0,6293.0,6293.0,18879.0
3001044.0,1513.0,22.0,28.0,1563.0
3001045.0,56504.75005675369,7969.450472947408,1851.8689368142263,66326.44237608778
3001046.0,1171.0,1171.0,1171.0,3513.0
3001054.0,691.8362306368331,49.27865748709122,9.030120481927712,750.2740103270224
3001055.0,997.5890533871691,105.61552265589951,54.905787348586806,1158.1996410946613
3001058.0,2606.453271703019,324.4942943810487,124.62602917810197,3055.962444027156
3001064.0,45766.78368554311,4855.3408036900555,1405.7219924293702,52028.46697250007
3001067.0,32594.0,3066.0,878.0,36540.0
3001068.0,3106.0,506.0,9.0,3622.0
3001071.0,33822.15607530521,3588.150209320398,1038.8439998997267,38449.60883407285
3001083.0,7736.092734363716,963.1164235158169,369.8967210746786,9070.260002888921
3001085.0,4342.0,3816.0,-272.0,7886.0
3001086.0,0.0,181.0,0.0,181.0
3001087.0,151.89999999999998,11.666666666666666,0.0,163.79999999999998
3001089.0,10176.410946612832,1077.3844773441006,560.0942126514133,11814.800358905339
3001091.0,4947.0,439.0,180.0,5566.0
3002001.0,13492.264377682406,1251.708154506438,1190.7193133047213,15935.011158798285
3002007.0,3005.08170310702,173.82048331415425,106.48791714614501,3285.4815880322217
3002008.0,2465.0,323.0,87.0,2876.0
3002009.0,13631.318875791114,1420.5405081136205,586.178409670356,15638.272593659078
3002010.0,1087.0,16.0,30.0,1134.0
3002014.0,2498.0,352.0,88.0,2939.0
3002015.0,1588.7600109709274,150.67343207167676,35.37438288535382,1774.8507039678188
3002016.0,22608.074009508713,2033.6398573692547,665.2554675118857,25306.969334389854
3002020.0,16706.549986502294,1741.0150274453342,718.4204985152523,19166.273283541796
3002022.0,3225.1980191482344,299.2089798613404,284.6301749752394,3809.113502806207
3002025.0,13798.488856894326,1437.9615465370885,593.3671075917093,15830.055190617593
3002026.0,766.0,26.0,20.0,813.0
3002027.0,990.4371079564213,91.88511059755695,87.40805546384945,1169.7537140970617
3002028.0,3856.0349440349437,208.37128037128036,36.15397215397215,4100.948948948949
3002029.0,1407.0,68.0,11.0,1487.0
3002030.0,14852.15957038742,859.0813195243577,526.300345224396,16237.993383199082
3002031.0,273.0,0.0,9.0,283.0
3002032.0,934.6378342687356,86.70848464839882,82.48365797292837,1103.8520964014526
3002033.0,4274.52397391638,247.2477943996932,151.47180667433835,4673.373705408517
3002034.0,1742.8484944532486,156.77258320126782,51.284310618066556,1950.905388272583
3002035.0,3370.0,127.0,185.0,3682.0
3002036.0,14484.582321005428,1509.4603917334052,622.8707219772638,16617.162932301508
